episode,step,speed,raw_policy_throttle,raw_policy_brake,policy_throttle,policy_brake,final_throttle,final_brake,raw_pedal,applied_pedal,front_gap,min_ttc,shield_ttc,dsafe_d,ttc_shield_fired,dsafe_active
0,195,6.1614,0.0763,0.0843,0.0,0.0843,0.0,0.0843,-0.008,-0.0843,0.0,1.0,nan,nan,0,0
0,196,5.96,0.1775,0.0278,0.1065,0.0,0.1065,0.0,0.1497,0.1065,0.0,1.0,nan,nan,0,0
0,197,5.7675,0.1613,0.0457,0.1394,0.0,0.1394,0.0,0.1156,0.1394,0.0,1.0,nan,nan,0,0
0,198,5.5855,0.1325,0.1281,0.1352,0.0,0.1352,0.0,0.0044,0.1352,0.0,1.0,nan,nan,0,0
0,199,5.4316,0.4449,0.0693,0.3211,0.0,0.3211,0.0,0.3756,0.3211,0.0,1.0,nan,nan,0,0
0,200,5.3268,0.2883,0.0603,0.3014,0.0,0.3014,0.0,0.228,0.3014,0.0,1.0,nan,nan,0,0
0,201,5.2469,0.2659,0.0256,0.2801,0.0,0.2801,0.0,0.2403,0.2801,0.0,1.0,nan,nan,0,0
0,202,5.17,0.1898,0.0405,0.2259,0.0,0.2259,0.0,0.1493,0.2259,0.0,1.0,nan,nan,0,0
0,203,5.0827,0.1914,0.0514,0.2052,0.0,0.2052,0.0,0.14,0.2052,0.0,1.0,nan,nan,0,0
0,204,5.0029,0.4048,0.0803,0.325,0.0,0.325,0.0,0.3245,0.325,0.0,1.0,nan,nan,0,0
